sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
388,,,,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal (Oil and Natural Gas Corporation Limited [ONGC]) (709845)",Gujarat,,2022-11,2026-08,2026-08,837.34,837.34,288.4,56,2025-10,FlashReport_October_2025.pdf
389,Ministry of Petroleum & Natural Gas,604853,,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II,",Haryana,Faridabad,2019-06,2022-12,2026-10,2281.94,3200,1841.09,64,2025-10,FlashReport_October_2025.pdf
390,,,,Poly Butadiene Rubber plant at Panipat (Indian Oil Corporation Limited [IOCL]) (611917),Haryana,,2022-03,2025-03,2026-06,1459,2531.44,1381.16,74,2025-10,FlashReport_October_2025.pdf
391,,,,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA (Ministry of Petroleum & Natural Gas) (701289),Haryana,,2021-02,2024-09,2026-06,34627,36225,26555.13,90,2025-10,FlashReport_October_2025.pdf
392,MinistryofPetroleumNaturalGas,709783,,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery",Haryana,and Petrochemical Complex.,2020-12,2023-06,2026-06,165.13,247.69,138.41,76,2025-10,FlashReport_October_2025.pdf
393,MinistryofPetroleumNaturalGas,709773,,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua",Jammu and Kashmir,Districts,2022-03,2032-03,2032-03,538,538,4.1,0,2025-10,FlashReport_October_2025.pdf
394,,,,Development of Jharia CBM Block [Phase-1] (Oil and Natural Gas Corporation Limited [ONGC]) (610984),Jharkhand,,2019-11,2024-01,2026-01,431,431,223.39,60,2025-10,FlashReport_October_2025.pdf
395,,,,Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL] (MinistryofPetroleumNaturalGas) (709785),Jharkhand,,2023-02,2026-02,2026-02,202.07,202.07,60.23,48,2025-10,FlashReport_October_2025.pdf
396,,,,Power System Upgradation Project (Mangalore Refinary and Petrochemicals Limited) (612790),Karnataka,,2023-10,2025-11,2026-05,385,385,155.14,69,2025-10,FlashReport_October_2025.pdf
397,,,,Demo Bio-ATF Project (Ministry of Petroleum & Natural Gas) (616879),Karnataka,,2024-03,2027-01,2027-01,364,364,32.59,19,2025-10,FlashReport_October_2025.pdf
398,,,,Revamping/ Augmentation of facilities at existing port terminal at Mangalore (Ministry of Petroleum & Natural Gas) (709774),Karnataka,,2022-01,2025-12,2025-12,463,500.62,285.36,74,2025-10,FlashReport_October_2025.pdf
399,,,,Replacement and Extension of Jetty Pipelines [REJP] at KR (Bharat Petroleum Corporation Limited [BPCL]) (709790),Kerala,,2023-03,2026-03,2026-03,621.87,621.87,203.68,88,2025-10,FlashReport_October_2025.pdf
400,,,,Setting up Polypropylene Unit at Kochi Refinery (MinistryofPetroleumNaturalGas) (709799),Kerala,,2023-12,2027-10,2027-10,4460,4460,308.59,17,2025-10,FlashReport_October_2025.pdf
401,MinistryofPetroleumNaturalGas,709798,,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants,Madhya Pradesh,and expansion of Refinery,2023-05,2028-05,2028-05,43367,43367,1955,16,2025-10,FlashReport_October_2025.pdf
402,"Department of Water Resources, River Development & GR",400158,,Debottlenecking and Augmentation of Cryogenic facilities at Uran LPG Import,Maharashtra,Terminal,2021-04,2024-02,2025-12,1164.69,1629.86,958.12,89,2025-10,FlashReport_October_2025.pdf
403,,,,"500 KTA PDHPP Project, Usar (Ministry of Petroleum & Natural Gas) (400168)",Maharashtra,,2021-04,2025-04,2025-12,8797,11256,7122.88,86,2025-10,FlashReport_October_2025.pdf
404,,,,Construction of lube oil blending plant at Rasayani (Ministry of Petroleum & Natural Gas) (610985),Maharashtra,,2022-05,2023-12,2025-12,423.39,526.26,313,82,2025-10,FlashReport_October_2025.pdf
405,,,,Lube Modernization & Bottom Upgradation Project at Mumbai Refinery (Ministry of Petroleum and Natural Gas) (616933),Maharashtra,,2024-12,2028-03,2028-03,4679,4679,211.77,5,2025-10,FlashReport_October_2025.pdf
406,,,,HP TDAE Unit in Mumbai Refinery (Hindustan Petroleum Corporation Limited) (709760),Maharashtra,,2024-06,2026-04,2026-04,240,240,44.87,54,2025-10,FlashReport_October_2025.pdf
407,,,,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts (MinistryofPetroleumNaturalGas) (709771)",Maharashtra,,2022-03,2031-09,2031-09,865,865,71.43,3,2025-10,FlashReport_October_2025.pdf
408,,,,Construction of Additional Tankages and Allied Facilities at JNPT Terminal (MinistryofPetroleumNaturalGas) (709780),Maharashtra,,2022-04,2026-08,2026-08,341.43,436.14,289.06,52,2025-10,FlashReport_October_2025.pdf
409,,,,ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport (Indian Oil Corporation Limited [IOCL]) (709782),Maharashtra,,2022-08,2025-08,2026-03,165,165,94.21,78,2025-10,FlashReport_October_2025.pdf
410,,,,Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR (Bharat Petroleum Corporation Limited [BPCL]) (709789),Maharashtra,,2023-03,2025-07,2025-12,405,343,214.5,92,2025-10,FlashReport_October_2025.pdf
411,,,,POL & LOBS Installations with Receipt Pipelines at Rasayani (Bharat Petroleum Corporation Limited [BPCL]) (709797),Maharashtra,,2023-05,2026-05,2026-05,2585,2585,711.91,65,2025-10,FlashReport_October_2025.pdf
412,,,,Part Replacement Pipeline Project [PRPP] (Oil and Natural Gas Corporation Limited [ONGC]) (709846),Maharashtra,,2022-11,2024-05,2025-12,1219.48,1145.1,745,90,2025-10,FlashReport_October_2025.pdf
413,,,,Visakh Raipur Pipeline Project (Ministry of Petroleum and Natural Gas) (616254),"Multi-States (Andhra Pradesh, Chhattisgarh, Odisha)",,2024-09,2027-09,2027-09,2212,2212,21.1,11,2025-10,FlashReport_October_2025.pdf
414,,,,North East Gas Grid (Ministry of Petroleum & Natural Gas) (701346),"Multi-States (Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, West Bengal)",,2020-04,2024-03,2026-03,9265,9265,6603.95,86,2025-10,FlashReport_October_2025.pdf
415,Ministry of Petroleum & Natural Gas,701350,,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for,"Multi-States (Assam, West Bengal)",transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,2021-06,2024-12,2025-12,860,860,615.47,99,2025-10,FlashReport_October_2025.pdf
416,,,,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02 (Hindustan Petroleum Corporation Limited) (709757)","Multi-States (Bihar, Jharkhand)",,2022-06,2030-06,2030-06,1377,1377,345.02,29,2025-10,FlashReport_October_2025.pdf
417,,,,Mumbai Nagpur Jharsuguda Pipeline Project (Ministry of Petroleum & Natural Gas) (701354),"Multi-States (Chhattisgarh, Madhya Pradesh, Maharashtra, Odisha)",,2020-06,2023-05,2025-12,7844.25,8255,6661.2,96,2025-10,FlashReport_October_2025.pdf
418,,,,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline (Ministry of Petroleum & Natural Gas) (701330),"Multi-States (Gujarat, Haryana, Punjab, Rajasthan)",,2011-07,2024-06,2025-12,7392,7392,6308,90,2025-10,FlashReport_October_2025.pdf
419,,,,Gurdaspur Jammu Pipeline (Gas Authority of India Limited [GAIL]) (612853),"Multi-States (Jammu and Kashmir, Punjab)",,2023-07,2026-07,2026-07,521.9,521.9,230.2,40,2025-10,FlashReport_October_2025.pdf
420,,,,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II (Ministry of Petroleum & Natural Gas) (701228),"Multi-States (Karnataka, Kerala, Tamil Nadu)",,2009-06,2012-12,2025-12,2915,5909,4506.79,95,2025-10,FlashReport_October_2025.pdf
421,,,,City Gas Distribution Maharashtra Natural Gas Limited (Ministry of Petroleum & Natural Gas) (701338),"Multi-States (Karnataka, Maharashtra)",,2006-01,2031-06,2031-06,5535,5535,3986.49,0,2025-10,FlashReport_October_2025.pdf
422,,,,Dhamra Haldia Pipeline Project (Ministry of Petroleum & Natural Gas) (701344),"Multi-States (Odisha, West Bengal)",,2020-03,2022-11,2025-12,1030.65,1125,879.8,88,2025-10,FlashReport_October_2025.pdf
423,Bharat Petroleum Corporation Limited [BPCL],709794,,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar","Multi-States (Punjab, Rajasthan)",and Hanumangarh districts,2022-12,2030-06,2030-06,3207,3207,348.41,25,2025-10,FlashReport_October_2025.pdf
424,,,,"Augmentation/ Revamping of Dimapur Depot, Dimapur (MinistryofPetroleumNaturalGas) (709786)",Nagaland,,2023-08,2027-11,2027-11,227.62,227.62,10.8,25,2025-10,FlashReport_October_2025.pdf
425,Ministry of Petroleum & Natural Gas,604859,,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip,Odisha,Refinery,2020-07,2024-01,2026-08,13805,11783,8422.69,91,2025-10,FlashReport_October_2025.pdf
426,,,,"CUF POL Depot at Sadashibpur [Meramundali], Odisha (MinistryofPetroleumNaturalGas) (709800)",Odisha,,2021-04,2026-03,2026-03,393.54,393.54,110.87,48,2025-10,FlashReport_October_2025.pdf
427,,,,Life Extension of 48 well platforms of Mumbai High & Heera Fields (Oil and Natural Gas Corporation Limited [ONGC]) (400119),Offshore,,2015-12,2018-04,2025-12,3190.69,3375.9,3119.29,89,2025-10,FlashReport_October_2025.pdf
428,,,,PRP-VIII [Group-A] (Ministry of Petroleum & Natural Gas) (616950),Offshore,,2024-09,2026-02,2026-02,1486.4,1486.4,272.3,23,2025-10,FlashReport_October_2025.pdf
429,,,,Daman Upside Development Project (Oil and Natural Gas Corporation Limited [ONGC]) (709839),Offshore,,2022-06,2025-10,2026-02,4144.41,6406.9,4563.85,88,2025-10,FlashReport_October_2025.pdf
430,,,,MHN TCPP PGC BGC Project [MTPBP] (Ministry of Petroleum & Natural Gas) (709848),Offshore,,2022-06,2026-05,2026-05,2329.45,2354.23,1148.9,59,2025-10,FlashReport_October_2025.pdf
431,,,,PRP-VIII Group B [NH & BS Asset] (Ministry of Petroleum & Natural Gas) (709849),Offshore,,2024-06,2026-02,2026-02,2379.84,3165.53,1806.88,64,2025-10,FlashReport_October_2025.pdf
432,,,,Integrated Development of 4 Contract Areas under DSF-II (Ministry of Petroleum & Natural Gas) (709851),Offshore,,2023-05,2027-04,2027-04,6183.79,6183.79,594.28,23,2025-10,FlashReport_October_2025.pdf
433,,,,2G Ethanol Biorefinery at Bathinda (Hindustan Petroleum Corporation Limited [HPCL]) (400171),Punjab,,2020-05,2023-02,2026-03,1421.46,1421.46,1201.66,95,2025-10,FlashReport_October_2025.pdf
434,,,,City Gas Distribution Project at Pathankot District (MinistryofPetroleumNaturalGas) (709770),Punjab,,2022-03,2033-09,2033-09,151,151,8.75,2,2025-10,FlashReport_October_2025.pdf
435,,,,CBR 9 MMTPA Project (Chennai Petroleum Corporation Limited [CPCL]) (604795),Tamil Nadu,,2021-09,2025-06,2028-10,31580,36354,1342.27,10,2025-10,FlashReport_October_2025.pdf
436,Chennai Petroleum Corporation Limited [CPCL],709750,,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline,Tamil Nadu,between CPCL Manali Refinery and CPCL Desalination plant at Ennore,2024-01,2025-09,2025-12,205,205,56.22,51,2025-10,FlashReport_October_2025.pdf
437,,,,City Gas Distribution Projects at the Nilgiris and Erode districts (Bharat Petroleum Corporation Limited [BPCL]) (709796),Tamil Nadu,,2022-12,2030-03,2030-03,3685,3685,244.45,20,2025-10,FlashReport_October_2025.pdf
438,,,,"Creation of Gas Dehydration Facilities, Tripura Asset (Oil and Natural Gas Corporation Limited [ONGC]) (709837)",Tripura,,2022-03,2024-05,2025-12,209.33,131.51,70.1,66,2025-10,FlashReport_October_2025.pdf
439,,,,"PP Project, Pata (Gas Authority of India Limited [GAIL]) (400161)",Uttar Pradesh,,2019-03,2024-01,2025-11,910.56,1299.02,1041,98,2025-10,FlashReport_October_2025.pdf
440,,,,Revamping / Augmentation of Facilities at Mathura Bitumen Plant (MinistryofPetroleumNaturalGas) (709781),Uttar Pradesh,,2022-04,2027-06,2026-12,260.12,260.12,8.14,30,2025-10,FlashReport_October_2025.pdf
441,Bharat Petroleum Corporation Limited [BPCL],709795,,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,",Uttar Pradesh,"Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",2022-12,2030-06,2030-06,16654,16654,595.93,12,2025-10,FlashReport_October_2025.pdf
442,,,,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project] (Ministry of Petroleum & Natural Gas) (617302),West Bengal,,2017-03,2020-12,2025-12,1740,2493.15,2285,90,2025-10,FlashReport_October_2025.pdf
443,,,,Haldia Panagarh Pipeline Project (Hindustan Petroleum Corporation Limited) (709753),West Bengal,,2022-11,2025-11,2026-05,1010,1010,692.62,84,2025-10,FlashReport_October_2025.pdf
444,,,,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03 (Hindustan Petroleum Corporation Limited) (709758)",West Bengal,,2022-06,2030-06,2030-06,2628,2628,348.91,29,2025-10,FlashReport_October_2025.pdf
445,,,,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts (MinistryofPetroleumNaturalGas) (709772)",West Bengal,,2022-03,2031-06,2031-06,609,609,58.09,2,2025-10,FlashReport_October_2025.pdf
446,,,,City Gas Distribution Projects at Alipurduar and Cooch Behar (Bharat Petroleum Corporation Limited [BPCL]) (709791),West Bengal,,2022-12,2030-03,2030-03,1017,1017,194.58,40,2025-10,FlashReport_October_2025.pdf
447,,,,AIIMS Majra Rewari Haryana (PMSSY AND Institute of NATIONAL Importance) (701173),Haryana,,2023-12,2023-02,2026-12,1299,1299,349.41,28,2025-10,FlashReport_October_2025.pdf
448,,,,AIIMS Kashmir at Awantipora Jammu & Kashmir (PMSSY AND Institute of NATIONAL Importance) (701167),Jammu and Kashmir,,2019-01,2025-01,2025-12,1828,1828,1321.7,68,2025-10,FlashReport_October_2025.pdf
449,,,,AIIMS Bibinagar (PMSSY AND Institute of NATIONAL Importance) (701171),Telangana,,2018-12,2022-09,2025-12,1028,1365.95,806.8,85,2025-10,FlashReport_October_2025.pdf
450,Employee's State Insurance Company [ESIC],612167,,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar,",Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",2021-02,2025-10,2026-01,384.27,384.27,105,40,2025-10,FlashReport_October_2025.pdf
451,,,,"Construction of 200 bedded ESIC Hospital with 62 Nos Staff quarters , Beltola (Employee's State Insurance Company [ESIC]) (612201)",Assam,,2017-12,2025-04,2025-10,143.23,154.75,101.83,93,2025-10,FlashReport_October_2025.pdf
452,Employee's State Insurance Company [ESIC],612185,,C/o Construction of 200 bedded [Up-gradable to 300 bedded] ESI Hospital at Surat,Gujarat,Gujarat.,2019-06,2025-06,2025-05,209.36,209.36,180.54,98,2025-10,FlashReport_October_2025.pdf
453,,,,350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand (Employee's State Insurance Company [ESIC]) (612186),Gujarat,,2022-06,2026-03,2026-02,558.12,558.12,58.36,7,2025-10,FlashReport_October_2025.pdf
454,Employee's State Insurance Company [ESIC],612211,,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds",Gujarat,to 150 beds.,2022-08,2025-10,2026-06,205.87,205.87,31.49,16,2025-10,FlashReport_October_2025.pdf
455,,,,Construction of 100 bedded ESIC Hospital & 32 nos. of Staff qtrs at OMPURA J&K. (Employee's State Insurance Company [ESIC]) (612239),Jammu and Kashmir,,2019-09,2024-09,2025-05,131.05,164.93,1747.76,99,2025-10,FlashReport_October_2025.pdf
456,,,,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka (Employee's State Insurance Company [ESIC]) (612745)",Karnataka,,2015-02,2027-01,,278,278,27.8,0,2025-10,FlashReport_October_2025.pdf
457,Employee's State Insurance Company [ESIC],612748,,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli,",Karnataka,Karnataka,2019-07,2027-02,,150.92,150.92,0,0,2025-10,FlashReport_October_2025.pdf
458,Employee's State Insurance Company [ESIC],612188,,Construction of 200 Bedded [Upgradable to 500 Bedded including 50 beds of SST],Maharashtra,"ESIC Hospital at Bibewadi, Pune",2018-05,2025-09,2026-02,429.25,429.25,252.06,68,2025-10,FlashReport_October_2025.pdf
459,,,,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra. (Employee's State Insurance Company [ESIC]) (612213)",Maharashtra,,2013-10,2025-08,2025-08,194.93,196.7,86.6,60,2025-10,FlashReport_October_2025.pdf
460,Employee's State Insurance Company [ESIC],616691,,Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff,Maharashtra,"Housing for ESIC Hospital at Andheri, Mumbai",,2025-08,2025-12,260.13,260.13,210.12,88,2025-10,FlashReport_October_2025.pdf
461,,,,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha. (Employee's State Insurance Company [ESIC]) (612513)",Odisha,,2010-12,2027-06,,164.6,164.6,16.4,1,2025-10,FlashReport_October_2025.pdf
462,Employee's State Insurance Company [ESIC],612178,,Construction of 100 Bedded ESIC Hospital building and 32 Nos Residential Quarters,Tamil Nadu,"at Vallam Vadangal, SIPCOT, Sriperumbudur",2015-02,2025-06,,152.95,152.95,107.83,98,2025-10,FlashReport_October_2025.pdf
463,Employee's State Insurance Company [ESIC],612688,,"Construction of New OPD Block 200 Bed ward Basement + GF + 6 Floors at the location of old OPD block, at existing ESIC Hospital/ Medical college campus,",Telangana,"Sanathnagar, Hyderabad",2017-11,2024-06,2025-06,211.13,211.13,198.95,100,2025-10,FlashReport_October_2025.pdf
464,,,,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR (Employee's State Insurance Company [ESIC]) (612259),Uttarakhand,,2021-02,2024-10,2025-06,102.4,297.63,297.63,68,2025-10,FlashReport_October_2025.pdf
465,Mumbai Port Trust [MPT],708662,,Establishment of 600 bed super specialty hospital with optional development of,Maharashtra,Medical college and further expansion on PPP basis.,2019-08,2026-06,2027-12,693,693,58,0,2025-10,FlashReport_October_2025.pdf
466,,,,Jal Marg Vikas Project (Inland Waterways Authority of India [IWAI]) (701565),"Multi-States (Bihar, Jharkhand, Uttar Pradesh, West Bengal)",,2018-01,2023-12,2025-12,5369.18,5061.15,3526.99,72,2025-10,FlashReport_October_2025.pdf
467,,,,Fairway Development in West Bengal Farakka - Kahelgaon (Inland Waterways Authority of India [IWAI]) (611142),Offshore,,,2023-07,2024-04,177,197,183.32,100,2025-10,FlashReport_October_2025.pdf
468,Deendayal Port Trust [DPT],609424,,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis",Gujarat,Under PPP Mode,2022-10,2027-03,,4243.64,4243.64,800.04,32,2025-10,FlashReport_October_2025.pdf
469,,,,Construction of oil jetty No.8 at old kandla through internal resources (Deendayal Port Trust [DPT]) (701568),Gujarat,,,2023-02,2024-07,100,225.85,166.48,90,2025-10,FlashReport_October_2025.pdf
470,,,,"Replacement and revamping of pipeline projects in oil jetty area, Kandla (Deendayal Port Trust [DPT]) (701570)",Gujarat,,2021-09,2023-09,2025-03,171,211.61,137.51,71,2025-10,FlashReport_October_2025.pdf
471,New Mangalore Port Authority,617804,,Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT,Karnataka,basis - Phase II,,2027-03,,153.23,153.23,50.1,33,2025-10,FlashReport_October_2025.pdf
472,Cochin Shipyard,701564,,Construction of new dry dock at exisitng Cochin Shipyard Limited premises at,Kerala,"Perumanoor, Kochi 682 015",2018-04,2022-12,2025-03,1799,1799,1558.39,96,2025-10,FlashReport_October_2025.pdf
473,,,,Rewas Port Project (Reliance Industries Ltd) (400382),Maharashtra,,,2023-03,,6000,6000,5999.89,0,2025-10,FlashReport_October_2025.pdf
474,,,,Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai (Mumbai Port Trust [MPT]) (701586),Maharashtra,,,2026-11,2026-11,900,900,65,0,2025-10,FlashReport_October_2025.pdf
475,Paradip Port Trust [PPT],701574,,Deepening and Optimization of Inner Harbour facilities including development of,Odisha,Western Dock on BOT basis to handle Cape size vessels,2022-05,2027-12,2028-10,3004.63,3004.63,1149.79,40,2025-10,FlashReport_October_2025.pdf
476,,,,"Berth No. 2 [previously Berth 3] of HDC Mechanization Project (Haldia Dock Complex, Syama Prasad Mookerjee Port Authority) (701576)",West Bengal,,,2025-09,2026-01,298.26,298.26,438.5,97,2025-10,FlashReport_October_2025.pdf
477,,,,"Shalukkhali Liquid Cargo Handling Facility Development Project (Haldia Dock Complex, Syama Prasad Mookerjee Port Authority) (701577)",West Bengal,,,2025-08,,253.65,253.65,9.28,0,2025-10,FlashReport_October_2025.pdf
